"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","TYPE_2","ENGTYPE_2","NL_NAME_2","VARNAME_2"
999,15,"AUS","Australia",8,"South Australia",999,"Wakefield","Rural City","Rural City",NA,NA
1000,15,"AUS","Australia",8,"South Australia",1000,"Walkerville","Town","Town",NA,NA
1001,15,"AUS","Australia",8,"South Australia",1001,"Wattle Range - East","District Council","District Council",NA,NA
1002,15,"AUS","Australia",8,"South Australia",1002,"Wattle Range  - West","District Council","District Council",NA,NA
1003,15,"AUS","Australia",8,"South Australia",1003,"West Torrens - East","City","City",NA,NA
1004,15,"AUS","Australia",8,"South Australia",1004,"West Torrens - West","City","City",NA,NA
1005,15,"AUS","Australia",8,"South Australia",1005,"Whyalla","City","City",NA,NA
1006,15,"AUS","Australia",8,"South Australia",1006,"Yankalilla","District Council","District Council",NA,NA
1007,15,"AUS","Australia",8,"South Australia",1007,"Yorke Peninsula - North","District Council","District Council",NA,NA
1008,15,"AUS","Australia",8,"South Australia",1008,"Yorke Peninsula - South","District Council","District Council",NA,NA
1009,15,"AUS","Australia",9,"Tasmania",1009,"Break O'Day","Municipality/Municipal Council","Municipality/Municipal Council",NA,NA
1010,15,"AUS","Australia",9,"Tasmania",1010,"Brighton","Municipality/Municipal Council","Municipality/Municipal Council",NA,NA
1011,15,"AUS","Australia",9,"Tasmania",1011,"Burnie  - Pt A","City","City",NA,NA
1012,15,"AUS","Australia",9,"Tasmania",1012,"Burnie  - Pt B","City","City",NA,NA
1013,15,"AUS","Australia",9,"Tasmania",1013,"Central Coast - Pt A","Municipality / Mun. Council","Municipality / Mun. Council",NA,NA
1014,15,"AUS","Australia",9,"Tasmania",1014,"Central Coast - Pt B","Municipality / Mun. Council","Municipality / Mun. Council",NA,NA
1015,15,"AUS","Australia",9,"Tasmania",1015,"Central Highlands","Municipality/Municipal Council","Municipality/Municipal Council",NA,NA
1016,15,"AUS","Australia",9,"Tasmania",1016,"Circular Head","Municipality/Municipal Council","Municipality/Municipal Council",NA,NA
1017,15,"AUS","Australia",9,"Tasmania",1017,"Clarence","City","City",NA,NA
1018,15,"AUS","Australia",9,"Tasmania",1018,"Derwent Valley","Municipality/Municipal Council","Municipality/Municipal Council",NA,NA
1019,15,"AUS","Australia",9,"Tasmania",1019,"Devonport","City","City",NA,NA
1020,15,"AUS","Australia",9,"Tasmania",1020,"Dorset","Municipality/Municipal Council","Municipality/Municipal Council",NA,NA
1021,15,"AUS","Australia",9,"Tasmania",1021,"Flinders","Municipality/Municipal Council","Municipality/Municipal Council",NA,NA
1022,15,"AUS","Australia",9,"Tasmania",1022,"George Town - Pt A","Municipality / Mun. Council","Municipality / Mun. Council",NA,NA
1023,15,"AUS","Australia",9,"Tasmania",1023,"George Town - Pt B","Municipality / Mun. Council","Municipality / Mun. Council",NA,NA
1024,15,"AUS","Australia",9,"Tasmania",1024,"Glamorgan-Spring Bay","Municipality/Municipal Council","Municipality/Municipal Council",NA,NA
1025,15,"AUS","Australia",9,"Tasmania",1025,"Glenorchy","City","City",NA,NA
1026,15,"AUS","Australia",9,"Tasmania",1026,"Hobart","City","City",NA,NA
1027,15,"AUS","Australia",9,"Tasmania",1027,"Huon Valley","Municipality/Municipal Council","Municipality/Municipal Council",NA,NA
1028,15,"AUS","Australia",9,"Tasmania",1028,"Kentish","Municipality/Municipal Council","Municipality/Municipal Council",NA,NA
1029,15,"AUS","Australia",9,"Tasmania",1029,"King Island","Municipality/Municipal Council","Municipality/Municipal Council",NA,NA
1030,15,"AUS","Australia",9,"Tasmania",1030,"Kingborough","Municipality/Municipal Council","Municipality/Municipal Council",NA,NA
1031,15,"AUS","Australia",9,"Tasmania",1031,"Latrobe - Pt A","Municipality / Mun. Council","Municipality / Mun. Council",NA,NA
1032,15,"AUS","Australia",9,"Tasmania",1032,"Latrobe - Pt B","Municipality / Mun. Council","Municipality / Mun. Council",NA,NA
1033,15,"AUS","Australia",9,"Tasmania",1033,"Launceston - Pt B","City","City",NA,NA
1034,15,"AUS","Australia",9,"Tasmania",1034,"Launceston - Pt C","City","City",NA,NA
1035,15,"AUS","Australia",9,"Tasmania",1035,"Macquarie Island","State reserve",NA,NA,NA
1036,15,"AUS","Australia",9,"Tasmania",1036,"Meander Valley","Municipality/Municipal Council","Municipality/Municipal Council",NA,"Meander Valley - Pt B"
1037,15,"AUS","Australia",9,"Tasmania",1037,"Northern Midlands - Pt A","Municipality / Mun. Council","Municipality / Mun. Council",NA,NA
1038,15,"AUS","Australia",9,"Tasmania",1038,"Northern Midlands - Pt B","Municipality / Mun. Council","Municipality / Mun. Council",NA,NA
1039,15,"AUS","Australia",9,"Tasmania",1039,"Sorell","Municipality/Municipal Council","Municipality/Municipal Council",NA,NA
1040,15,"AUS","Australia",9,"Tasmania",1040,"Southern Midlands","Municipality/Municipal Council","Municipality/Municipal Council",NA,NA
1041,15,"AUS","Australia",9,"Tasmania",1041,"Tasman","Municipality/Municipal Council","Municipality/Municipal Council",NA,NA
1042,15,"AUS","Australia",9,"Tasmania",1042,"Waratah/Wynyard - Pt A","Municipality / Mun. Council","Municipality / Mun. Council",NA,NA
1043,15,"AUS","Australia",9,"Tasmania",1043,"Waratah/Wynyard - Pt B","Municipality / Mun. Council","Municipality / Mun. Council",NA,NA
1044,15,"AUS","Australia",9,"Tasmania",1044,"West Coast","Municipality/Municipal Council","Municipality/Municipal Council",NA,NA
1045,15,"AUS","Australia",9,"Tasmania",1045,"West Tamar - Pt A","Municipality / Mun. Council","Municipality / Mun. Council",NA,NA
1046,15,"AUS","Australia",9,"Tasmania",1046,"West Tamar - Pt B","Municipality / Mun. Council","Municipality / Mun. Council",NA,NA
1047,15,"AUS","Australia",10,"Victoria",1047,"Alpine- West","Shire","Shire",NA,NA
1048,15,"AUS","Australia",10,"Victoria",1048,"Alpine - East","Shire","Shire",NA,NA
1049,15,"AUS","Australia",10,"Victoria",1049,"Ararat","Rural City","Rural City",NA,NA
1050,15,"AUS","Australia",10,"Victoria",1050,"Ballarat - North","City","City",NA,NA
1051,15,"AUS","Australia",10,"Victoria",1051,"Ballarat  - Central","City","City",NA,NA
1052,15,"AUS","Australia",10,"Victoria",1052,"Ballarat  - Inner North","City","City",NA,NA
1053,15,"AUS","Australia",10,"Victoria",1053,"Ballarat  - South","City","City",NA,NA
1054,15,"AUS","Australia",10,"Victoria",1054,"Banyule - Heidelberg","City","City",NA,NA
1055,15,"AUS","Australia",10,"Victoria",1055,"Banyule - North","City","City",NA,NA
1056,15,"AUS","Australia",10,"Victoria",1056,"Bass Coast  - Phillip Is.","Shire","Shire",NA,NA
1057,15,"AUS","Australia",10,"Victoria",1057,"Bass Coast  Bal","Shire","Shire",NA,NA
1058,15,"AUS","Australia",10,"Victoria",1058,"Baw Baw - Pt B East","Shire","Shire",NA,NA
1059,15,"AUS","Australia",10,"Victoria",1059,"Baw Baw  - Pt A","Shire","Shire",NA,NA
1060,15,"AUS","Australia",10,"Victoria",1060,"Baw Baw  - Pt B West","Shire","Shire",NA,NA
1061,15,"AUS","Australia",10,"Victoria",1061,"Bayside  - Brighton","City","City",NA,NA
1062,15,"AUS","Australia",10,"Victoria",1062,"Bayside  - South","City","City",NA,NA
1063,15,"AUS","Australia",10,"Victoria",1063,"Bellarine - Inner","Unknown","Unknown",NA,NA
1064,15,"AUS","Australia",10,"Victoria",1064,"Benalla - Benalla","Rural City","Rural City",NA,NA
1065,15,"AUS","Australia",10,"Victoria",1065,"Benalla  Bal","Rural City","Rural City",NA,NA
1066,15,"AUS","Australia",10,"Victoria",1066,"Boroondara  - Camberwell N.","City","City",NA,NA
1067,15,"AUS","Australia",10,"Victoria",1067,"Boroondara  - Camberwell S.","City","City",NA,NA
1068,15,"AUS","Australia",10,"Victoria",1068,"Boroondara  - Hawthorn","City","City",NA,NA
1069,15,"AUS","Australia",10,"Victoria",1069,"Boroondara  - Kew","City","City",NA,NA
1070,15,"AUS","Australia",10,"Victoria",1070,"Brimbank - Sunshine","City","City",NA,NA
1071,15,"AUS","Australia",10,"Victoria",1071,"Brimbank  - Keilor","City","City",NA,NA
1072,15,"AUS","Australia",10,"Victoria",1072,"Buloke  - North","Shire","Shire",NA,NA
1073,15,"AUS","Australia",10,"Victoria",1073,"Buloke  - South","Shire","Shire",NA,NA
1074,15,"AUS","Australia",10,"Victoria",1074,"C. Goldfields  - M'borough","Shire","Shire",NA,NA
1075,15,"AUS","Australia",10,"Victoria",1075,"C. Goldfields Bal","Shire","Shire",NA,NA
1076,15,"AUS","Australia",10,"Victoria",1076,"Campaspe - Echuca","Shire","Shire",NA,NA
1077,15,"AUS","Australia",10,"Victoria",1077,"Campaspe - Kyabram","Shire","Shire",NA,NA
1078,15,"AUS","Australia",10,"Victoria",1078,"Campaspe - Rochester","Shire","Shire",NA,NA
1079,15,"AUS","Australia",10,"Victoria",1079,"Campaspe - South","Shire","Shire",NA,NA
1080,15,"AUS","Australia",10,"Victoria",1080,"Cardinia - North","Shire","Shire",NA,NA
1081,15,"AUS","Australia",10,"Victoria",1081,"Cardinia - Pakenham","Shire","Shire",NA,NA
1082,15,"AUS","Australia",10,"Victoria",1082,"Cardinia  - South","Shire","Shire",NA,NA
1083,15,"AUS","Australia",10,"Victoria",1083,"Casey - Berwick","City","City",NA,NA
1084,15,"AUS","Australia",10,"Victoria",1084,"Casey - Cranbourne","City","City",NA,NA
1085,15,"AUS","Australia",10,"Victoria",1085,"Casey - Hallam","City","City",NA,NA
1086,15,"AUS","Australia",10,"Victoria",1086,"Casey - South","City","City",NA,NA
1087,15,"AUS","Australia",10,"Victoria",1087,"Colac-Otway - Colac","Shire","Shire",NA,NA
1088,15,"AUS","Australia",10,"Victoria",1088,"Colac-Otway - North","Shire","Shire",NA,NA
1089,15,"AUS","Australia",10,"Victoria",1089,"Colac-Otway - South","Shire","Shire",NA,NA
1090,15,"AUS","Australia",10,"Victoria",1090,"Corangamite - North","Shire","Shire",NA,NA
1091,15,"AUS","Australia",10,"Victoria",1091,"Corangamite - South","Shire","Shire",NA,NA
1092,15,"AUS","Australia",10,"Victoria",1092,"Corio - Inner","Unknown","Unknown",NA,NA
1093,15,"AUS","Australia",10,"Victoria",1093,"Darebin- Northcote","City","City",NA,NA
1094,15,"AUS","Australia",10,"Victoria",1094,"Darebin - Preston","City","City",NA,NA
1095,15,"AUS","Australia",10,"Victoria",1095,"E. Gippsland - Bairnsdale","Shire","Shire",NA,NA
1096,15,"AUS","Australia",10,"Victoria",1096,"E. Gippsland - Orbost","Shire","Shire",NA,NA
1097,15,"AUS","Australia",10,"Victoria",1097,"E. Gippsland - South-West","Shire","Shire",NA,NA
1098,15,"AUS","Australia",10,"Victoria",1098,"E. Gippsland Bal","Shire","Shire",NA,NA
1099,15,"AUS","Australia",10,"Victoria",1099,"Falls Creek Alpine Resort","Unknown","Unknown",NA,NA
1100,15,"AUS","Australia",10,"Victoria",1100,"Frankston - East","City","City",NA,NA
1101,15,"AUS","Australia",10,"Victoria",1101,"Frankston - West","City","City",NA,NA
1102,15,"AUS","Australia",10,"Victoria",1102,"French Island","Unknown","Unknown",NA,NA
1103,15,"AUS","Australia",10,"Victoria",1103,"Gannawarra","Shire","Shire",NA,NA
1104,15,"AUS","Australia",10,"Victoria",1104,"Geelong West","Unknown","Unknown",NA,NA
1105,15,"AUS","Australia",10,"Victoria",1105,"Geelong","Unknown","Unknown",NA,NA
1106,15,"AUS","Australia",10,"Victoria",1106,"Glen Eira - Caulfield","City","City",NA,NA
1107,15,"AUS","Australia",10,"Victoria",1107,"Glen Eira - South","City","City",NA,NA
1108,15,"AUS","Australia",10,"Victoria",1108,"Glenelg - Heywood","Shire","Shire",NA,NA
1109,15,"AUS","Australia",10,"Victoria",1109,"Glenelg - North","Shire","Shire",NA,NA
1110,15,"AUS","Australia",10,"Victoria",1110,"Glenelg - Portland","Shire","Shire",NA,NA
1111,15,"AUS","Australia",10,"Victoria",1111,"Golden Plains - North-West","Shire","Shire",NA,NA
1112,15,"AUS","Australia",10,"Victoria",1112,"Golden Plains - South-East","Shire","Shire",NA,NA
1113,15,"AUS","Australia",10,"Victoria",1113,"Gr. Bendigo - Central","City","City",NA,NA
1114,15,"AUS","Australia",10,"Victoria",1114,"Gr. Bendigo - Eaglehawk","City","City",NA,NA
1115,15,"AUS","Australia",10,"Victoria",1115,"Gr. Bendigo - Inner East","City","City",NA,NA
1116,15,"AUS","Australia",10,"Victoria",1116,"Gr. Bendigo - Inner North","City","City",NA,NA
1117,15,"AUS","Australia",10,"Victoria",1117,"Gr. Bendigo - Inner West","City","City",NA,NA
1118,15,"AUS","Australia",10,"Victoria",1118,"Gr. Bendigo - Pt B","City","City",NA,NA
1119,15,"AUS","Australia",10,"Victoria",1119,"Gr. Bendigo - S'saye","City","City",NA,NA
1120,15,"AUS","Australia",10,"Victoria",1120,"Gr. Dandenong - Dandenong","City","City",NA,NA
1121,15,"AUS","Australia",10,"Victoria",1121,"Gr. Dandenong Bal","City","City",NA,NA
1122,15,"AUS","Australia",10,"Victoria",1122,"Gr. Shepparton - Pt A","City","City",NA,NA
1123,15,"AUS","Australia",10,"Victoria",1123,"Gr. Shepparton - Pt B East","City","City",NA,NA
1124,15,"AUS","Australia",10,"Victoria",1124,"Gr. Shepparton - Pt B West","City","City",NA,NA
1125,15,"AUS","Australia",10,"Victoria",1125,"Greater Geelong - Pt B","City","City",NA,NA
1126,15,"AUS","Australia",10,"Victoria",1126,"Greater Geelong - Pt C","City","City",NA,NA
1127,15,"AUS","Australia",10,"Victoria",1127,"Hepburn - East","Shire","Shire",NA,NA
1128,15,"AUS","Australia",10,"Victoria",1128,"Hepburn - West","Shire","Shire",NA,NA
1129,15,"AUS","Australia",10,"Victoria",1129,"Hindmarsh","Shire","Shire",NA,NA
1130,15,"AUS","Australia",10,"Victoria",1130,"Hobsons Bay - Altona","City","City",NA,NA
1131,15,"AUS","Australia",10,"Victoria",1131,"Hobsons Bay - Williamstown","City","City",NA,NA
1132,15,"AUS","Australia",10,"Victoria",1132,"Horsham - Central","Rural City","Rural City",NA,NA
1133,15,"AUS","Australia",10,"Victoria",1133,"Horsham Bal","Unknown","Unknown",NA,NA
1134,15,"AUS","Australia",10,"Victoria",1134,"Hume - Broadmeadows","City","City",NA,NA
1135,15,"AUS","Australia",10,"Victoria",1135,"Hume - Craigieburn","City","City",NA,NA
1136,15,"AUS","Australia",10,"Victoria",1136,"Hume - Sunbury","City","City",NA,NA
1137,15,"AUS","Australia",10,"Victoria",1137,"Indigo - Pt A","Shire","Shire",NA,NA
1138,15,"AUS","Australia",10,"Victoria",1138,"Indigo - Pt B","Shire","Shire",NA,NA
1139,15,"AUS","Australia",10,"Victoria",1139,"Kingston - North","City","City",NA,NA
1140,15,"AUS","Australia",10,"Victoria",1140,"Kingston - South","City","City",NA,NA
1141,15,"AUS","Australia",10,"Victoria",1141,"Knox - North-East","City","City",NA,NA
1142,15,"AUS","Australia",10,"Victoria",1142,"Knox - North-West","City","City",NA,NA
1143,15,"AUS","Australia",10,"Victoria",1143,"Knox - South","City","City",NA,NA
1144,15,"AUS","Australia",10,"Victoria",1144,"Lady Julia Percy Island","Unknown","Unknown",NA,NA
1145,15,"AUS","Australia",10,"Victoria",1145,"Lake Mountain Alpine Resort","Unknown","Unknown",NA,NA
1146,15,"AUS","Australia",10,"Victoria",1146,"Latrobe - Moe","City","City",NA,NA
1147,15,"AUS","Australia",10,"Victoria",1147,"Latrobe - Morwell","City","City",NA,NA
1148,15,"AUS","Australia",10,"Victoria",1148,"Latrobe - Traralgon","City","City",NA,NA
1149,15,"AUS","Australia",10,"Victoria",1149,"Latrobe Bal","City","City",NA,NA
1150,15,"AUS","Australia",10,"Victoria",1150,"Loddon - North","Shire","Shire",NA,NA
1151,15,"AUS","Australia",10,"Victoria",1151,"Loddon - South","Shire","Shire",NA,NA
1152,15,"AUS","Australia",10,"Victoria",1152,"Macedon Ranges - Kyneton","Shire","Shire",NA,NA
1153,15,"AUS","Australia",10,"Victoria",1153,"Macedon Ranges - Romsey","Shire","Shire",NA,NA
1154,15,"AUS","Australia",10,"Victoria",1154,"Macedon Ranges Bal","Shire","Shire",NA,NA
1155,15,"AUS","Australia",10,"Victoria",1155,"Manningham - East","City","City",NA,NA
1156,15,"AUS","Australia",10,"Victoria",1156,"Manningham - West","City","City",NA,NA
1157,15,"AUS","Australia",10,"Victoria",1157,"Mansfield","Shire","Shire",NA,NA
1158,15,"AUS","Australia",10,"Victoria",1158,"Maribyrnong","City","City",NA,NA
1159,15,"AUS","Australia",10,"Victoria",1159,"Maroondah - Croydon","City","City",NA,NA
1160,15,"AUS","Australia",10,"Victoria",1160,"Maroondah - Ringwood","City","City",NA,NA
1161,15,"AUS","Australia",10,"Victoria",1161,"Melbourne - Inner","City","City",NA,NA
1162,15,"AUS","Australia",10,"Victoria",1162,"Melbourne - Remainder","City","City",NA,NA
1163,15,"AUS","Australia",10,"Victoria",1163,"Melbourne - S'bank-D'lands","City","City",NA,NA
1164,15,"AUS","Australia",10,"Victoria",1164,"Melton - East","Shire","Shire",NA,NA
1165,15,"AUS","Australia",10,"Victoria",1165,"Melton Bal","Shire","Shire",NA,NA
1166,15,"AUS","Australia",10,"Victoria",1166,"Mildura - Pt A","Rural City","Rural City",NA,NA
1167,15,"AUS","Australia",10,"Victoria",1167,"Mildura - Pt B","Rural City","Rural City",NA,NA
1168,15,"AUS","Australia",10,"Victoria",1168,"Mitchell - North","Shire","Shire",NA,NA
1169,15,"AUS","Australia",10,"Victoria",1169,"Mitchell - South","Shire","Shire",NA,NA
1170,15,"AUS","Australia",10,"Victoria",1170,"Moira - East","Shire","Shire",NA,NA
1171,15,"AUS","Australia",10,"Victoria",1171,"Moira - West","Shire","Shire",NA,NA
1172,15,"AUS","Australia",10,"Victoria",1172,"Monash - South-West","City","City",NA,NA
1173,15,"AUS","Australia",10,"Victoria",1173,"Monash - Waverley East","City","City",NA,NA
1174,15,"AUS","Australia",10,"Victoria",1174,"Monash - Waverley West","City","City",NA,NA
1175,15,"AUS","Australia",10,"Victoria",1175,"Moonee Valley - Essendon","City","City",NA,NA
1176,15,"AUS","Australia",10,"Victoria",1176,"Moonee Valley - West","City","City",NA,NA
1177,15,"AUS","Australia",10,"Victoria",1177,"Moorabool - Bacchus Marsh","Shire","Shire",NA,NA
1178,15,"AUS","Australia",10,"Victoria",1178,"Moorabool - Ballan","Shire","Shire",NA,NA
1179,15,"AUS","Australia",10,"Victoria",1179,"Moorabool - West","Shire","Shire",NA,NA
1180,15,"AUS","Australia",10,"Victoria",1180,"Moreland - Brunswick","City","City",NA,NA
1181,15,"AUS","Australia",10,"Victoria",1181,"Moreland - Coburg","City","City",NA,NA
1182,15,"AUS","Australia",10,"Victoria",1182,"Moreland - North","City","City",NA,NA
1183,15,"AUS","Australia",10,"Victoria",1183,"Mornington P'sula - East","Shire","Shire",NA,NA
1184,15,"AUS","Australia",10,"Victoria",1184,"Mornington P'sula - South","Shire","Shire",NA,NA
1185,15,"AUS","Australia",10,"Victoria",1185,"Mornington P'sula - West","Shire","Shire",NA,NA
1186,15,"AUS","Australia",10,"Victoria",1186,"Mount Alexander  - C'maine","Shire","Shire",NA,NA
1187,15,"AUS","Australia",10,"Victoria",1187,"Mount Alexander Bal","Shire","Shire",NA,NA
1188,15,"AUS","Australia",10,"Victoria",1188,"Mount Baw Baw Alpine Resort","Unknown","Unknown",NA,NA
1189,15,"AUS","Australia",10,"Victoria",1189,"Mount Buller Alpine Resort","Unknown","Unknown",NA,NA
1190,15,"AUS","Australia",10,"Victoria",1190,"Mount Hotham Alpine Resort","Unknown","Unknown",NA,NA
1191,15,"AUS","Australia",10,"Victoria",1191,"Mount Stirling Alpine Resort","Unknown","Unknown",NA,NA
1192,15,"AUS","Australia",10,"Victoria",1192,"Moyne - North-East","Shire","Shire",NA,NA
1193,15,"AUS","Australia",10,"Victoria",1193,"Moyne - North-West","Shire","Shire",NA,NA
1194,15,"AUS","Australia",10,"Victoria",1194,"Moyne - South","Shire","Shire",NA,NA
1195,15,"AUS","Australia",10,"Victoria",1195,"Murrindindi - East","Shire","Shire",NA,NA
1196,15,"AUS","Australia",10,"Victoria",1196,"Murrindindi - West","Shire","Shire",NA,NA
1197,15,"AUS","Australia",10,"Victoria",1197,"N. Grampians - St Arnaud","Shire","Shire",NA,NA
1198,15,"AUS","Australia",10,"Victoria",1198,"N. Grampians  - Stawell","Shire","Shire",NA,NA
1199,15,"AUS","Australia",10,"Victoria",1199,"Newtown","Unknown","Unknown",NA,NA
1200,15,"AUS","Australia",10,"Victoria",1200,"Nillumbik - South","Shire","Shire",NA,NA
1201,15,"AUS","Australia",10,"Victoria",1201,"Nillumbik  - South-West","Shire","Shire",NA,NA
1202,15,"AUS","Australia",10,"Victoria",1202,"Nillumbik Bal","Shire","Shire",NA,NA
1203,15,"AUS","Australia",10,"Victoria",1203,"Port Phillip - St Kilda","City","City",NA,NA
1204,15,"AUS","Australia",10,"Victoria",1204,"Port Phillip - West","City","City",NA,NA
1205,15,"AUS","Australia",10,"Victoria",1205,"Pyrenees - North","Shire","Shire",NA,NA
1206,15,"AUS","Australia",10,"Victoria",1206,"Pyrenees - South","Shire","Shire",NA,NA
1207,15,"AUS","Australia",10,"Victoria",1207,"Queenscliffe","Borough","Borough",NA,NA
1208,15,"AUS","Australia",10,"Victoria",1208,"S. Grampians - Hamilton","Shire","Shire",NA,NA
1209,15,"AUS","Australia",10,"Victoria",1209,"S. Grampians - Wannon","Shire","Shire",NA,NA
1210,15,"AUS","Australia",10,"Victoria",1210,"S. Grampians Bal","Shire","Shire",NA,NA
1211,15,"AUS","Australia",10,"Victoria",1211,"South Barwon - Inner","Unknown","Unknown",NA,NA
1212,15,"AUS","Australia",10,"Victoria",1212,"South Gippsland - Central","Shire","Shire",NA,NA
1213,15,"AUS","Australia",10,"Victoria",1213,"South Gippsland - East","Shire","Shire",NA,NA
1214,15,"AUS","Australia",10,"Victoria",1214,"South Gippsland - West","Shire","Shire",NA,NA
1215,15,"AUS","Australia",10,"Victoria",1215,"Stonnington - Malvern","City","City",NA,NA
1216,15,"AUS","Australia",10,"Victoria",1216,"Stonnington - Prahran","City","City",NA,NA
1217,15,"AUS","Australia",10,"Victoria",1217,"Strathbogie","Shire","Shire",NA,NA
1218,15,"AUS","Australia",10,"Victoria",1218,"Surf Coast - East","Shire","Shire",NA,NA
1219,15,"AUS","Australia",10,"Victoria",1219,"Surf Coast - West","Shire","Shire",NA,NA
1220,15,"AUS","Australia",10,"Victoria",1220,"Swan Hill - Central","Rural City","Rural City",NA,NA
1221,15,"AUS","Australia",10,"Victoria",1221,"Swan Hill - Robinvale","Rural City","Rural City",NA,NA
1222,15,"AUS","Australia",10,"Victoria",1222,"Swan Hill Bal","Rural City","Rural City",NA,NA
1223,15,"AUS","Australia",10,"Victoria",1223,"Towong - Pt A","Shire","Shire",NA,NA
1224,15,"AUS","Australia",10,"Victoria",1224,"Towong - Pt B","Shire","Shire",NA,NA
1225,15,"AUS","Australia",10,"Victoria",1225,"Wangaratta - Central","Rural City","Rural City",NA,NA
1226,15,"AUS","Australia",10,"Victoria",1226,"Wangaratta - North","Unknown","Unknown",NA,NA
1227,15,"AUS","Australia",10,"Victoria",1227,"Wangaratta - South","Unknown","Unknown",NA,NA
1228,15,"AUS","Australia",10,"Victoria",1228,"Warrnambool","City","City",NA,NA
1229,15,"AUS","Australia",10,"Victoria",1229,"Wellington - Alberton","Shire","Shire",NA,NA
1230,15,"AUS","Australia",10,"Victoria",1230,"Wellington - Avon","Shire","Shire",NA,NA
1231,15,"AUS","Australia",10,"Victoria",1231,"Wellington - Maffra","Shire","Shire",NA,NA
1232,15,"AUS","Australia",10,"Victoria",1232,"Wellington - Rosedale","Shire","Shire",NA,NA
1233,15,"AUS","Australia",10,"Victoria",1233,"Wellington - Sale","Shire","Shire",NA,NA
1234,15,"AUS","Australia",10,"Victoria",1234,"West Wimmera","Shire","Shire",NA,NA
1235,15,"AUS","Australia",10,"Victoria",1235,"Whitehorse - Box Hill","City","City",NA,NA
1236,15,"AUS","Australia",10,"Victoria",1236,"Whitehorse - Nunawading E.","City","City",NA,NA
1237,15,"AUS","Australia",10,"Victoria",1237,"Whitehorse  - Nunawading W.","City","City",NA,NA
1238,15,"AUS","Australia",10,"Victoria",1238,"Whittlesea - North","City","City",NA,NA
1239,15,"AUS","Australia",10,"Victoria",1239,"Whittlesea  - South-East","City","City",NA,NA
1240,15,"AUS","Australia",10,"Victoria",1240,"Whittlesea  - South-West","City","City",NA,NA
1241,15,"AUS","Australia",10,"Victoria",1241,"Wodonga","Rural City","Rural City",NA,NA
1242,15,"AUS","Australia",10,"Victoria",1242,"Wyndham - North","City","City",NA,NA
1243,15,"AUS","Australia",10,"Victoria",1243,"Wyndham - South","City","City",NA,NA
1244,15,"AUS","Australia",10,"Victoria",1244,"Wyndham - West","City","City",NA,NA
1245,15,"AUS","Australia",10,"Victoria",1245,"Yarra - North","City","City",NA,NA
1246,15,"AUS","Australia",10,"Victoria",1246,"Yarra - Richmond","City","City",NA,NA
1247,15,"AUS","Australia",10,"Victoria",1247,"Yarra Ranges - Central","Shire","Shire",NA,NA
1248,15,"AUS","Australia",10,"Victoria",1248,"Yarra Ranges - Dandenongs","Shire","Shire",NA,NA
1249,15,"AUS","Australia",10,"Victoria",1249,"Yarra Ranges - Lilydale","Shire","Shire",NA,NA
1250,15,"AUS","Australia",10,"Victoria",1250,"Yarra Ranges - North","Shire","Shire",NA,NA
1251,15,"AUS","Australia",10,"Victoria",1251,"Yarra Ranges - Pt B","Shire","Shire",NA,NA
1252,15,"AUS","Australia",10,"Victoria",1252,"Yarra Ranges - Seville","Shire","Shire",NA,NA
1253,15,"AUS","Australia",10,"Victoria",1253,"Yarriambiack - North","Shire","Shire",NA,NA
1254,15,"AUS","Australia",10,"Victoria",1254,"Yarriambiack - South","Shire","Shire",NA,NA
1255,15,"AUS","Australia",11,"Western Australia",1255,"Albany","City","City",NA,NA
1256,15,"AUS","Australia",11,"Western Australia",1256,"Armadale","City","City",NA,NA
1257,15,"AUS","Australia",11,"Western Australia",1257,"Ashburton","Shire","Shire",NA,NA
1258,15,"AUS","Australia",11,"Western Australia",1258,"Augusta-Margaret River","Shire","Shire",NA,NA
1259,15,"AUS","Australia",11,"Western Australia",1259,"Bassendean","Town","Town",NA,NA
1260,15,"AUS","Australia",11,"Western Australia",1260,"Bayswater","City","City",NA,NA
1261,15,"AUS","Australia",11,"Western Australia",1261,"Belmont","City","City",NA,NA
1262,15,"AUS","Australia",11,"Western Australia",1262,"Beverley","Shire","Shire",NA,NA
1263,15,"AUS","Australia",11,"Western Australia",1263,"Boddington","Shire","Shire",NA,NA
1264,15,"AUS","Australia",11,"Western Australia",1264,"Boyup Brook","Shire","Shire",NA,NA
1265,15,"AUS","Australia",11,"Western Australia",1265,"Bridgetown-Greenbushes","Shire","Shire",NA,NA
1266,15,"AUS","Australia",11,"Western Australia",1266,"Brookton","Shire","Shire",NA,NA
1267,15,"AUS","Australia",11,"Western Australia",1267,"Broomehill","Shire","Shire",NA,NA
1268,15,"AUS","Australia",11,"Western Australia",1268,"Broome","Shire","Shire",NA,NA
1269,15,"AUS","Australia",11,"Western Australia",1269,"Bruce Rock","Shire","Shire",NA,NA
1270,15,"AUS","Australia",11,"Western Australia",1270,"Bunbury","City","City",NA,NA
1271,15,"AUS","Australia",11,"Western Australia",1271,"Busselton","Shire","Shire",NA,NA
1272,15,"AUS","Australia",11,"Western Australia",1272,"Cambridge","Town","Town",NA,NA
1273,15,"AUS","Australia",11,"Western Australia",1273,"Canning","City","City",NA,NA
